date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:16	256190/256190	---MCZ	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202024%2022:00:11%20GMT	https://w.ladicdn.com/s400x450/5e51ff6161a254079fc6d2ed/nhu-quynh-1-20230616083051-twuin.png	D:/OUTSOUCE/wedding/w.ladicdn.com/s400x450/5e51ff6161a254079fc6d2ed/nhu-quynh-1-20230616083051-twuin.png	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:17	18161/18161	---MCZ	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2005:29:01%20GMT	https://w.ladicdn.com/s550x350/5e51ff6161a254079fc6d2ed/gtaq-20230616083032-y2nlu.png	D:/OUTSOUCE/wedding/w.ladicdn.com/s550x350/5e51ff6161a254079fc6d2ed/gtaq-20230616083032-y2nlu.png	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:17	103293/103293	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:47%20GMT	https://w.ladicdn.com/s768x478/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-33-scaled-1-2048x1365-20230616083009-76elv.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s768x478/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-33-scaled-1-2048x1365-20230616083009-76elv.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:17	127748/127748	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:52%20GMT	https://w.ladicdn.com/s700x550/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-35-2048x1365-1-20230616083030-dekhh.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s700x550/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-35-2048x1365-1-20230616083030-dekhh.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:17	125416/125416	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:52%20GMT	https://w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-24-scaled-1-20230616083006-2i6op.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-24-scaled-1-20230616083006-2i6op.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:17	294136/294136	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:39%20GMT	https://w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-29-20230616083006-radsi.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s700x900/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-29-20230616083006-radsi.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:18	132625/132625	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:40%20GMT	https://w.ladicdn.com/s700x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-36-scaled-1-20230616083031-i4ufj.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s700x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-36-scaled-1-20230616083031-i4ufj.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:18	75090/75090	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:40%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-15-scaled-1-20230616083006-o0kdu.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-15-scaled-1-20230616083006-o0kdu.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:18	82594/82594	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:52%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-26-scaled-1-20230616083006-8zopo.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-26-scaled-1-20230616083006-8zopo.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
09:08:18	70098/70098	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2017:55:40%20GMT	https://w.ladicdn.com/s500x450/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-32-2048x1365-1-20230616083006-whwhi.jpg	D:/OUTSOUCE/wedding/w.ladicdn.com/s500x450/5e51ff6161a254079fc6d2ed/chup-hinh-cuoi-phim-truong-vu-garden-32-2048x1365-1-20230616083006-whwhi.jpg	(from https://w.tuybutky.com/524.minh-long-quynh-anh-3009)
